Nº inventário;Localização;Denominação;Incorporação em
742575;21080044;MODULO DIVISOR ALTURA 900MM;30/11/2005
766782;21080041;CADEIRA GIR SEM BRACOS ROYAL;23/01/2007
766847;21080041;CADEIRA GIR SEM BRACOS ROYAL;23/01/2007
766848;21080041;CADEIRA GIR SEM BRACOS ROYAL;23/01/2007
766899;21080041;CADEIRA GIR SEM BRACOS ROYAL;23/01/2007
766903;21080041;CADEIRA GIR SEM BRACOS ROYAL;23/01/2007
766905;21080041;CADEIRA GIR SEM BRACOS ROYAL;23/01/2007
789108;21080047;ARMARIO BAIXO POST FORM. L-166 -02PB- CADERODE-;19/04/2007
789113;21080047;ARMARIO BAIXO POST FORM. L-166 -02PB- CADERODE-;19/04/2007
789114;21080047;ARMARIO BAIXO POST FORM. L-166 -02PB- CADERODE-;19/04/2007
798228;21080044;MESA P/SOLDA ELET.C/ARM. DC 1121--GENERALLI;31/10/2007
821414;21080046;CADEIRA GIRATORIA C/SAPATAS- AZUL S/ BRAÇO;20/02/2008
821418;21080046;CADEIRA GIRATORIA C/SAPATAS- AZUL S/ BRAÇO;20/02/2008
821427;21080046;CADEIRA GIRATORIA C/SAPATAS- AZUL S/ BRAÇO;20/02/2008
821464;21080046;CADEIRA GIRATORIA C/SAPATAS- AZUL S/ BRAÇO;20/02/2008
821472;21080046;CADEIRA GIRATORIA C/SAPATAS- AZUL S/ BRAÇO;20/02/2008
821473;21080046;CADEIRA GIRATORIA C/SAPATAS- AZUL S/ BRAÇO;20/02/2008
821474;21080046;CADEIRA GIRATORIA C/SAPATAS- AZUL S/ BRAÇO;20/02/2008
821476;21080046;CADEIRA GIRATORIA C/SAPATAS- AZUL S/ BRAÇO;20/02/2008
821490;21080046;CADEIRA GIRATORIA C/SAPATAS- AZUL S/ BRAÇO;20/02/2008
821495;21080046;CADEIRA GIRATORIA C/SAPATAS- AZUL S/ BRAÇO;20/02/2008
821497;21080046;CADEIRA GIRATORIA C/SAPATAS- AZUL S/ BRAÇO;20/02/2008
823063;21080058;CADEIRA GIRATÓRIA  BRAÇOS REGULÁVEIS FLEX SOFT;13/02/2008
823064;21080057;CADEIRA GIRATÓRIA  BRAÇOS REGULÁVEIS FLEX SOFT;13/02/2008
823519;21080023;CAVALETE P/ TESOURÃO DESENHO DC-861;18/02/2008
828448;21080041;CADEIRA GIRATORIA S/ BRAÇOS TIRMIS ROYAL;07/03/2008
828478;21080041;CADEIRA GIRATORIA S/ BRAÇOS TIRMIS ROYAL;07/03/2008
828495;21080041;CADEIRA GIRATORIA S/ BRAÇOS TIRMIS ROYAL;07/03/2008
828515;21080041;CADEIRA GIRATORIA S/ BRAÇOS TIRMIS ROYAL;07/03/2008
828523;21080041;CADEIRA GIRATORIA S/ BRAÇOS TIRMIS ROYAL;07/03/2008
828529;21080041;CADEIRA GIRATORIA S/ BRAÇOS TIRMIS ROYAL;07/03/2008
828540;21080041;CADEIRA GIRATORIA S/ BRAÇOS TIRMIS ROYAL;07/03/2008
828550;21080041;CADEIRA GIRATORIA S/ BRAÇOS TIRMIS ROYAL;07/03/2008
828552;21080041;CADEIRA GIRATORIA S/ BRAÇOS TIRMIS ROYAL;07/03/2008
828554;21080041;CADEIRA GIRATORIA S/ BRAÇOS TIRMIS ROYAL;07/03/2008
828560;21080041;CADEIRA GIRATORIA S/ BRAÇOS TIRMIS ROYAL;07/03/2008
829621;21080045;BANCADA P/MÁQUINA DE FURAR-TAMPO EM MDF;07/03/2008
839326;21080030;MESA P/ PROF.P/ SALA DE INFORM.1400X800X735;09/04/2008
839327;21080030;MESA P/ PROF.P/ SALA DE INFORM.1400X800X735;09/04/2008
839328;21080030;MESA P/ PROF.P/ SALA DE INFORM.1400X800X735;09/04/2008
839333;21080030;MESA P/INFORMÁTICA-1400X800X735MM L-166;09/04/2008
839335;21080030;MESA P/PROF.SALA DE INFORM.1400X800X735MM;09/04/2008
839336;21080030;MESA P/PROF.SALA DE INFORM.1400X800X735MM;09/04/2008
842086;21080039;CADEIRA UNIVER.POLIPR.C/PRANCHETA/TIRMIS;07/05/2008
842089;21080039;CADEIRA UNIVER.POLIPR.C/PRANCHETA/TIRMIS;07/05/2008
842097;21080039;CADEIRA UNIVER.POLIPR.C/PRANCHETA/TIRMIS;07/05/2008
842098;21080039;CADEIRA UNIVER.POLIPR.C/PRANCHETA/TIRMIS;07/05/2008
842099;21080039;CADEIRA UNIVER.POLIPR.C/PRANCHETA/TIRMIS;07/05/2008
842103;21080039;CADEIRA UNIVER.POLIPR.C/PRANCHETA/TIRMIS;07/05/2008
843487;21080012;CADEIRA FIXA TRAP.TECIDO AZUL ROYAL/ TIRMIS;16/05/2008
843490;21080012;CADEIRA FIXA TRAP.TECIDO AZUL ROYAL/ TIRMIS;16/05/2008
843491;21080012;CADEIRA FIXA TRAP.TECIDO AZUL ROYAL/ TIRMIS;16/05/2008
843492;21080012;CADEIRA FIXA TRAP.TECIDO AZUL ROYAL/ TIRMIS;16/05/2008
843493;21080012;CADEIRA FIXA TRAP.TECIDO AZUL ROYAL/ TIRMIS;16/05/2008
843494;21080012;CADEIRA FIXA TRAP.TECIDO AZUL ROYAL/ TIRMIS;16/05/2008
843496;21080012;CADEIRA FIXA TRAP.TECIDO AZUL ROYAL/ TIRMIS;16/05/2008
843497;21080012;CADEIRA FIXA TRAP.TECIDO AZUL ROYAL/ TIRMIS;16/05/2008
843498;21080012;CADEIRA FIXA TRAP.TECIDO AZUL ROYAL/ TIRMIS;16/05/2008
843499;21080012;CADEIRA FIXA TRAP.TECIDO AZUL ROYAL/ TIRMIS;16/05/2008
843500;21080012;CADEIRA FIXA TRAP.TECIDO AZUL ROYAL/ TIRMIS;16/05/2008
843502;21080012;CADEIRA FIXA TRAP.TECIDO AZUL ROYAL/ TIRMIS;16/05/2008
843503;21080012;CADEIRA FIXA TRAP.TECIDO AZUL ROYAL/ TIRMIS;16/05/2008
843505;21080012;CADEIRA FIXA TRAP.TECIDO AZUL ROYAL/ TIRMIS;16/05/2008
843506;21080012;CADEIRA FIXA TRAP.TECIDO AZUL ROYAL/ TIRMIS;16/05/2008
843507;21080012;CADEIRA FIXA TRAP.TECIDO AZUL ROYAL/ TIRMIS;16/05/2008
843508;21080012;CADEIRA FIXA TRAP.TECIDO AZUL ROYAL/ TIRMIS;16/05/2008
854357;21080018;MESA P/PROF.P/ SL.INFORM.1400X800X735-BARROS;11/08/2008
855975;21080024;ARMÁRIO P/ FRESADORA DC-1470- L-166/ BARROS;17/09/2008
855976;21080024;ARMÁRIO P/ FRESADORA DC-1470- L-166/ BARROS;17/09/2008
855990;21080024;ARMÁRIO P/FRESADORA DC 1470 /  L-166 / BARROS;24/09/2008
863941;21080002;ESTANTE-06PRATELEIRA DE AÇO  -SCHEFFER;27/10/2008
863942;21080039;ESTANTE-06PRATELEIRA DE AÇO  -SCHEFFER;27/10/2008
863943;21080039;ESTANTE-06PRATELEIRA DE AÇO  -SCHEFFER;27/10/2008
863945;21080039;ESTANTE-06PRATELEIRA DE AÇO  -SCHEFFER;27/10/2008
863946;21080039;ESTANTE-06PRATELEIRA DE AÇO  -SCHEFFER;27/10/2008
863947;21080039;ESTANTE-06PRATELEIRA DE AÇO  -SCHEFFER;27/10/2008
863948;21080039;ESTANTE-06PRATELEIRA DE AÇO  -SCHEFFER;27/10/2008
863950;21080039;ESTANTE-06PRATELEIRA DE AÇO  -SCHEFFER;27/10/2008
863955;21080054;ESTANTE-06PRATELEIRA DE AÇO  -SCHEFFER;27/10/2008
863956;21080039;ESTANTE-06PRATELEIRA DE AÇO  -SCHEFFER;27/10/2008
867659;21080040;CADEIRA GIRAT.S/BRAÇOS VINIL AZUL/SCARPARO;13/11/2008
867661;21080040;CADEIRA GIRAT.S/BRAÇOS VINIL AZUL/SCARPARO;13/11/2008
867663;21080040;CADEIRA GIRAT.S/BRAÇOS VINIL AZUL/SCARPARO;13/11/2008
867686;21080040;CADEIRA GIRAT.S/BRAÇOS VINIL AZUL/SCARPARO;13/11/2008
867941;21080044;MESA P/SOLDA ELET.C/ARM.DC 1121-GENERALLI;07/11/2008
867942;21080044;MESA P/SOLDA ELET.C/ARM.DC 1121-GENERALLI;07/11/2008
867943;21080044;MESA P/SOLDA ELET.C/ARM.DC 1121-GENERALLI;07/11/2008
867944;21080044;MESA P/SOLDA ELET.C/ARM.DC 1121-GENERALLI;07/11/2008
869179;21080013;ESTANTE 6PRATELE.DE AÇO P/ALMOX.-SCHEFFER;14/11/2008
869181;21080039;ESTANTE 6PRATELE.DE AÇO P/ALMOX.-SCHEFFER;14/11/2008
869182;21080039;ESTANTE 6PRATELE.DE AÇO P/ALMOX.-SCHEFFER;14/11/2008
869183;21080002;ESTANTE 6PRATELE.DE AÇO P/ALMOX.-SCHEFFER;14/11/2008
869184;21080002;ESTANTE 6PRATELE.DE AÇO P/ALMOX.-SCHEFFER;14/11/2008
869185;21080002;ESTANTE 6PRATELE.DE AÇO P/ALMOX.-SCHEFFER;14/11/2008
869186;21080039;ESTANTE 6PRATELE.DE AÇO P/ALMOX.-SCHEFFER;14/11/2008
869187;21080039;ESTANTE 6PRATELE.DE AÇO P/ALMOX.-SCHEFFER;14/11/2008
869188;21080039;ESTANTE 6PRATELE.DE AÇO P/ALMOX.-SCHEFFER;14/11/2008
869190;21080002;ESTANTE 6PRATELE.DE AÇO P/ALMOX.-SCHEFFER;14/11/2008
869191;21080039;ESTANTE 6PRATELE.DE AÇO P/ALMOX.-SCHEFFER;14/11/2008
869192;21080039;ESTANTE 6PRATELE.DE AÇO P/ALMOX.-SCHEFFER;14/11/2008
869193;21080039;ESTANTE 6PRATELE.DE AÇO P/ALMOX.-SCHEFFER;14/11/2008
871971;21080039;CADEIRA UNIVERSIT.POLIP.PRANCHETA-STILOFLEX;10/11/2008
871973;21080039;CADEIRA UNIVERSIT.POLIP.PRANCHETA-STILOFLEX;10/11/2008
871975;21080039;CADEIRA UNIVERSIT.POLIP.PRANCHETA-STILOFLEX;10/11/2008
871976;21080039;CADEIRA UNIVERSIT.POLIP.PRANCHETA-STILOFLEX;10/11/2008
871977;21080039;CADEIRA UNIVERSIT.POLIP.PRANCHETA-STILOFLEX;10/11/2008
871979;21080039;CADEIRA UNIVERSIT.POLIP.PRANCHETA-STILOFLEX;10/11/2008
871980;21080039;CADEIRA UNIVERSIT.POLIP.PRANCHETA-STILOFLEX;10/11/2008
871984;21080039;CADEIRA UNIVERSIT.POLIP.PRANCHETA-STILOFLEX;10/11/2008
871985;21080039;CADEIRA UNIVERSIT.POLIP.PRANCHETA-STILOFLEX;10/11/2008
871986;21080039;CADEIRA UNIVERSIT.POLIP.PRANCHETA-STILOFLEX;10/11/2008
871987;21080039;CADEIRA UNIVERSIT.POLIP.PRANCHETA-STILOFLEX;10/11/2008
871988;21080039;CADEIRA UNIVERSIT.POLIP.PRANCHETA-STILOFLEX;10/11/2008
871991;21080039;CADEIRA UNIVERSIT.POLIP.PRANCHETA-STILOFLEX;10/11/2008
871996;21080039;CADEIRA UNIVERSIT.POLIP.PRANCHETA-STILOFLEX;10/11/2008
872001;21080039;CADEIRA UNIVERSIT.POLIP.PRANCHETA-STILOFLEX;10/11/2008
872011;21080039;CADEIRA UNIVERSIT.POLIP.PRANCHETA-STILOFLEX;10/11/2008
872026;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
872031;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
872034;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
872035;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
872036;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
872037;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
872038;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
872041;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
872042;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
872046;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
872048;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
872049;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
872052;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
872053;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
872057;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
872061;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
872062;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
872065;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
872066;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
872067;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
872068;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
872071;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
872072;21080057;CADEIRA UNIVERSITARIA TEC. PRETO-STILOFLEX;10/11/2008
878734;21080046;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878735;21080046;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878736;21080045;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878737;21080046;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878738;21080046;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878739;21080046;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878740;21080045;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878741;21080046;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878742;21080045;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878743;21080046;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878744;21080046;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878745;21080046;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878746;21080045;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878747;21080046;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878748;21080046;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878749;21080046;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878750;21080046;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878751;21080046;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878752;21080045;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878753;21080046;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878754;21080046;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878762;21080046;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878763;21080046;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
878764;21080045;CADEIRA PROFISSIONAL GIRATÓRIA;18/12/2008
885207;21080057;CADEIRA PROFISSIONAL GIRATÓRIA EM POLIPR;19/12/2008
885210;21080045;CADEIRA PROFISSIONAL GIRATÓRIA EM POLIPR;19/12/2008
885211;21080045;CADEIRA PROFISSIONAL GIRATÓRIA EM POLIPR;19/12/2008
885212;21080045;CADEIRA PROFISSIONAL GIRATÓRIA EM POLIPR;19/12/2008
885213;21080045;CADEIRA PROFISSIONAL GIRATÓRIA EM POLIPR;19/12/2008
885214;21080045;CADEIRA PROFISSIONAL GIRATÓRIA EM POLIPR;19/12/2008
885215;21080045;CADEIRA PROFISSIONAL GIRATÓRIA EM POLIPR;19/12/2008
885216;21080045;CADEIRA PROFISSIONAL GIRATÓRIA EM POLIPR;19/12/2008
885217;21080045;CADEIRA PROFISSIONAL GIRATÓRIA EM POLIPR;19/12/2008
885218;21080045;CADEIRA PROFISSIONAL GIRATÓRIA EM POLIPR;19/12/2008
885219;21080045;CADEIRA PROFISSIONAL GIRATÓRIA EM POLIPR;19/12/2008
885220;21080045;CADEIRA PROFISSIONAL GIRATÓRIA EM POLIPR;19/12/2008
889750;21080039;MESA P/PROFESSOR 1400X800X735MM;06/02/2009
889882;21080044;BANCO GIRATÓRIO REGULÁVEL DC-1139-C;25/02/2009
889883;21080044;BANCO GIRATÓRIO REGULÁVEL DC-1139-C;25/02/2009
891864;21080004;ARMÁRIO MÉDIO 800X1000X500MM;17/03/2009
892764;21080024;ARMÁRIO C/PAINÉIS P/FERRAMENTAS - PORTA VIDRO;03/03/2009
892767;21080024;ARMÁRIO C/PAINÉIS P/FERRAMENTAS - PORTA VIDRO;03/03/2009
893711;21080012;CADEIRA P/BIBLIOTECA - STILOFLEX  STS 140;06/04/2009
893726;21080012;CADEIRA P/BIBLIOTECA - STILOFLEX  STS 140;06/04/2009
893731;21080012;CADEIRA P/BIBLIOTECA - STILOFLEX  STS 140;06/04/2009
893738;21080012;CADEIRA P/BIBLIOTECA - STILOFLEX  STS 140;06/04/2009
893740;21080012;CADEIRA P/BIBLIOTECA - STILOFLEX  STS 140;06/04/2009
893741;21080012;CADEIRA P/BIBLIOTECA - STILOFLEX  STS 140;06/04/2009
893746;21080012;CADEIRA P/BIBLIOTECA - STILOFLEX  STS 140;06/04/2009
893749;21080012;CADEIRA P/BIBLIOTECA - STILOFLEX  STS 140;06/04/2009
893750;21080012;CADEIRA P/BIBLIOTECA - STILOFLEX  STS 140;06/04/2009
893751;21080012;CADEIRA P/BIBLIOTECA - STILOFLEX  STS 140;06/04/2009
893753;21080012;CADEIRA P/BIBLIOTECA - STILOFLEX  STS 140;06/04/2009
893759;21080012;CADEIRA P/BIBLIOTECA - STILOFLEX  STS 140;06/04/2009
894090;21080012;CADEIRA P/BIBLIOTECA;02/04/2009
894091;21080012;CADEIRA P/BIBLIOTECA;02/04/2009
894092;21080012;CADEIRA P/BIBLIOTECA;02/04/2009
894093;21080012;CADEIRA P/BIBLIOTECA;02/04/2009
895236;21080043;BANCADA P/ENS. ELETROELET;16/04/2009
895237;21080043;BANCADA P/ENS. ELETROELET;16/04/2009
895238;21080043;BANCADA P/ENS. ELETROELET;16/04/2009
895239;21080043;BANCADA P/ENS. ELETROELET;16/04/2009
895591;21080041;ARMÁRIO BAIXO P/IMPRESSORA LASER;30/04/2009
895606;21080010;ARMÁRIO ALTO PF P/PASTA SUSPENSA;30/04/2009
895607;21080010;ARMÁRIO ALTO PF P/PASTA SUSPENSA;30/04/2009
896114;21080043;BANCADA PARA ENSAIOS ELETROELETRÔNICOS D;15/04/2009
896115;21080043;BANCADA PARA ENSAIOS ELETROELETRÔNICOS D;15/04/2009
896116;21080043;BANCADA PARA ENSAIOS ELETROELETRÔNICOS D;15/04/2009
896117;21080043;BANCADA PARA ENSAIOS ELETROELETRÔNICOS D;15/04/2009
896525;21080030;MESA P/INFORMÁTICA-1400X800X735MM;28/04/2009
896531;21080030;MESA P/INFORMÁTICA-1400X800X735MM;28/04/2009
896534;21080030;MESA P/INFORMÁTICA-1400X800X735MM;28/04/2009
898469;21080008;BALCÃO P/ATENDIMENTO SEMI-CÍRCULO DC1562;08/05/2009
898470;21080008;BALCÃO P/ATENDIMENTO SEMI-CÍRCULO DC1562;08/05/2009
898471;21080008;BALCÃO P/ATENDIMENTO SEMI-CÍRCULO DC1562;08/05/2009
899389;21080030;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
899405;21080031;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
899408;21080031;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
899411;21080030;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
899412;21080030;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
899413;21080030;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
899418;21080031;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
899425;21080031;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
899428;21080031;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
899429;21080031;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
899430;21080031;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
899431;21080031;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
899432;21080030;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
899436;21080030;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
899437;21080031;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
899438;21080030;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
899439;21080030;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
899440;21080031;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
899441;21080031;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
899442;21080031;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
899443;21080031;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
899444;21080031;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
899452;21080030;MESA P/INFORMÁTICA-1400X800X735MM;15/05/2009
905734;21080014;ESTANTE PRAT.AÇO P/ALMOX.457X2000X925MM;13/08/2009
905735;21080014;ESTANTE PRAT.AÇO P/ALMOX.457X2000X925MM;13/08/2009
907704;21080044;MESA PARA MÁQUINA EISELE DC 735/LDM;02/09/2009
930101;21080019;MESA P/REFEITÓRIO 1400X700MM C/4CADEIRAS;24/02/2010
930102;21080019;MESA P/REFEITÓRIO 1400X700MM C/4CADEIRAS;24/02/2010
934324;21080044;BANCO GIRATÓRIO REGULÁVEL DC-1139 MOD.C;22/03/2010
934325;21080044;BANCO GIRATÓRIO REGULÁVEL DC-1139 MOD.C;22/03/2010
934326;21080044;BANCO GIRATÓRIO REGULÁVEL DC-1139 MOD.C;22/03/2010
934327;21080044;BANCO GIRATÓRIO REGULÁVEL DC-1139 MOD.C;22/03/2010
934328;21080044;BANCO GIRATÓRIO REGULÁVEL DC-1139 MOD.C;22/03/2010
934329;21080044;BANCO GIRATÓRIO REGULÁVEL DC-1139 MOD.C;22/03/2010
934330;21080044;BANCO GIRATÓRIO REGULÁVEL DC-1139 MOD.C;22/03/2010
934331;21080044;BANCO GIRATÓRIO REGULÁVEL DC-1139 MOD.C;22/03/2010
934332;21080044;BANCO GIRATÓRIO REGULÁVEL DC-1139 MOD.C;22/03/2010
934333;21080044;BANCO GIRATÓRIO REGULÁVEL DC-1139 MOD.C;22/03/2010
934334;21080044;BANCO GIRATÓRIO REGULÁVEL DC-1139 MOD.C;22/03/2010
934335;21080044;BANCO GIRATÓRIO REGULÁVEL DC-1139 MOD.C;22/03/2010
934337;21080044;MESA OXI-CORTE CIRCULAR DC1192/GENERALI;22/03/2010
935304;21080044;BANCADA CALDEIREIRO C/PAINEL-DC833/LDM;29/03/2010
935305;21080044;BANCADA CALDEIREIRO C/PAINEL-DC833/LDM;29/03/2010
940947;21080062;MESA DE CENTRO VIDRO  DC-1706/LDM;20/04/2010
940948;21080050;MESA DE CENTRO VIDRO  DC-1706/LDM;20/04/2010
945315;21080019;MESA P/REFEITÓRIO 1400X700MM BRANCA;01/06/2010
945321;21080019;MESA P/REFEITÓRIO 1400X700MM BRANCA;01/06/2010
945329;21080019;MESA P/REFEITÓRIO 1400X700MM BRANCA;01/06/2010
946477;21080019;MESA P/REFEITÓRIO 1400X700MM BRANCA;25/06/2010
946720;21080019;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;01/06/2010
946725;21080019;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;01/06/2010
946732;21080019;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;01/06/2010
946733;21080019;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;01/06/2010
946737;21080019;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;01/06/2010
946741;21080019;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;01/06/2010
946742;21080019;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;01/06/2010
946745;21080019;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;01/06/2010
946748;21080019;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;01/06/2010
946749;21080019;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;01/06/2010
946752;21080019;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;01/06/2010
946756;21080019;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;01/06/2010
946764;21080019;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;01/06/2010
946765;21080019;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;01/06/2010
946772;21080019;CADEIRA P/REFEITÓRIO C/ASS.MDF BRANCA;01/06/2010
948914;21080012;CADEIRA P/BIBLIOTECA AZUL ROYAL/TIRMIS;14/07/2010
948919;21080012;CADEIRA P/BIBLIOTECA AZUL ROYAL/TIRMIS;14/07/2010
948920;21080012;CADEIRA P/BIBLIOTECA AZUL ROYAL/TIRMIS;14/07/2010
953127;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953128;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953129;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953130;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953131;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953132;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953134;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953135;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953136;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953137;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953140;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953141;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953142;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953143;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953144;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953145;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953146;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953147;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953148;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953149;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953150;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953151;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953152;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953154;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953157;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953158;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
953159;21080057;CADEIR P/REFEITÓRIO C/ASS.MDF BRANCA;10/08/2010
